Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
AL,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMG,2014-10-31,-2.37,1.79,27.36,74.15,0.98,0.15,17.38,-0.14,1.48,214.68,25.77,165.08,182.41
AYR,2014-10-31,-1.05,1.76,33.2,48.72,0.83,0.16,25.81,-0.04,1.26,201.66,24.71,168.02,198.34
AKS,2014-10-31,-35.5,2.21,54.28,28.6,0.01,0.0,48.54,-0.73,0.01,-50.02,-12.95,91.16,322.88
ATSG,2014-10-31,3.22,2.0,52.9,24.58,0.67,0.18,47.76,0.07,1.58,215.83,25.86,218.9,303.58
AIRM,2014-10-31,21.83,1.04,39.01,12.21,0.99,0.37,36.56,0.6,1.95,374.0,36.51,121.21,46.6
ALG,2014-10-31,7.83,1.28,31.68,28.36,0.91,0.22,27.07,0.29,1.65,225.91,26.65,140.02,130.29
ALB,2014-10-31,-7.49,1.59,31.09,45.25,0.59,0.12,24.28,-0.31,0.91,98.15,14.66,122.06,174.27
AKRX,2014-10-31,72.19,0.38,41.5,1.42,1.89,2.08,42.01,1.72,4.77,2972.41,98.38,198.5,-102.94
AIN,2014-10-31,-6.36,1.9,34.35,53.1,0.72,0.13,26.36,-0.24,0.95,152.66,20.37,161.89,212.92
ALK,2014-10-31,28.94,1.16,30.7,24.64,1.56,0.41,26.73,1.08,4.37,741.89,53.13,190.63,79.17
ALGN,2014-10-31,0.99,1.88,39.36,39.42,0.8,0.17,32.74,0.03,1.27,234.73,27.33,144.38,129.18
AMRI,2014-10-31,7.25,1.74,55.23,17.18,0.64,0.2,51.2,0.14,1.28,185.75,23.37,194.82,218.71
ALKS,2014-10-31,25.69,1.15,37.98,15.8,1.17,0.39,34.9,0.74,2.54,534.25,44.69,174.66,68.35
GRIF,2014-10-31,-13.07,0.99,30.84,17.77,0.1,0.03,27.97,-0.47,0.16,-7.73,-1.6,54.83,167.32
ALR,2014-10-31,-23.61,1.93,37.46,45.88,0.21,0.04,30.15,-0.78,0.32,5.16,1.01,104.67,238.48
ALEX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALCO,2014-10-31,-11.44,1.33,31.46,30.92,0.32,0.08,26.51,-0.43,0.57,31.1,5.57,118.68,205.01
ALIM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y,2014-10-31,0.94,0.75,15.44,40.37,0.85,0.17,12.38,0.08,1.43,81.34,12.64,81.21,87.17
ALGT,2014-10-31,24.61,0.38,28.29,3.15,1.09,0.81,29.0,0.85,1.43,276.78,30.38,87.5,-12.7
ALE,2014-10-31,3.28,0.7,17.31,28.04,0.84,0.21,15.21,0.22,1.37,92.99,14.05,82.46,76.33
AFOP,2014-10-31,24.03,1.5,58.29,11.5,0.83,0.32,55.24,0.43,1.82,416.9,38.89,188.55,138.58
AIQ,2014-10-31,-10.36,1.73,64.33,12.53,0.28,0.1,60.93,-0.17,0.44,-11.29,-2.37,135.77,309.79
AOI,2014-10-31,-37.52,1.74,35.2,42.4,-0.26,-0.05,28.45,-1.32,-0.37,-53.97,-14.37,85.2,294.38
ATK,2014-10-31,-1.24,0.84,25.55,18.46,0.48,0.15,23.18,-0.05,0.72,57.78,9.55,56.47,48.82
AOSL,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LNT,2014-10-31,14.09,0.5,14.86,19.33,1.49,0.45,14.89,0.95,2.61,185.28,23.33,83.19,13.98
ANV,2014-10-31,-24.23,0.56,65.36,1.26,-0.23,-0.27,65.2,-0.37,-0.39,-85.45,-31.99,-81.81,143.66
AWH,2014-10-31,14.29,0.47,15.45,16.29,1.42,0.46,15.73,0.91,3.28,181.77,23.02,81.83,19.79
ALSN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AFAM,2014-10-31,-15.62,1.56,42.37,23.4,0.23,0.06,37.8,-0.41,0.44,6.65,1.3,115.61,251.26
MDRX,2014-10-31,-19.47,1.14,34.6,18.92,-0.03,-0.01,31.21,-0.62,-0.03,-29.64,-6.79,65.96,193.84
ALNY,2014-10-31,25.03,1.57,60.2,11.78,0.84,0.32,57.05,0.44,1.77,444.25,40.33,208.74,123.58
ALJ,2014-10-31,2.35,1.57,51.93,15.82,0.54,0.18,48.23,0.05,0.98,110.83,16.09,175.02,260.78
ANR,2014-10-31,-75.66,2.28,56.89,27.76,-0.68,-0.17,51.2,-1.48,-1.07,-94.23,-43.48,-21.99,419.96
UHAL,2014-10-31,19.63,1.62,38.17,30.98,1.2,0.28,32.73,0.6,2.01,580.82,46.76,216.18,188.17
ATEC,2014-10-31,-37.9,1.8,50.29,22.01,-0.17,-0.05,45.62,-0.83,-0.24,-68.2,-20.48,68.3,340.96
RESI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AIMC,2014-10-31,-0.24,2.12,39.1,50.63,0.87,0.16,31.15,-0.01,1.26,271.12,29.99,203.77,253.02
AMBC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMAG,2014-10-31,7.36,0.02,47.27,0.0,0.16,5.02,49.01,0.15,0.33,-12.63,-2.66,-10.08,-3.21
AMBA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMCX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACO,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMED,2014-10-31,-10.2,0.87,49.02,5.4,0.08,0.04,47.71,-0.21,0.12,-34.41,-8.09,56.09,214.5
DOX,2014-10-31,0.03,0.92,17.67,46.5,0.84,0.16,12.97,0.0,0.94,94.73,14.26,96.89,82.43
APEI,2014-10-31,-9.49,1.18,44.46,12.1,0.22,0.08,41.75,-0.23,0.31,-2.85,-0.58,56.69,167.56
AMRC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AXL,2014-10-31,1.55,1.82,40.02,35.77,0.78,0.17,33.84,0.05,1.54,222.7,26.4,178.92,228.34
ASEI,2014-10-31,-16.18,1.13,25.54,33.91,0.09,0.02,20.84,-0.78,0.12,-5.19,-1.06,72.08,169.97
APP,2014-10-31,-35.98,2.74,87.3,17.05,0.1,0.03,82.74,-0.43,0.18,-76.71,-25.28,119.7,536.93
AEO,2014-10-31,-12.4,1.06,34.76,16.02,0.14,0.05,31.87,-0.39,0.22,-5.62,-1.15,62.48,157.25
ARII,2014-10-31,8.26,2.79,56.13,42.55,0.95,0.19,48.59,0.17,2.02,591.93,47.24,237.02,198.14
AFG,2014-10-31,7.81,0.81,13.85,58.88,1.51,0.26,9.23,0.85,2.73,170.78,22.05,96.69,55.55
ACAS,2014-10-31,19.99,1.32,38.77,20.06,1.07,0.31,34.92,0.57,2.08,453.36,40.8,162.57,85.89
AMNB,2014-10-31,-3.36,0.78,22.41,20.81,0.41,0.12,20.16,-0.17,0.61,40.5,7.04,72.61,106.49
ANAT,2014-10-31,-4.4,1.04,24.55,31.03,0.51,0.12,20.39,-0.22,0.78,61.94,10.12,91.74,131.05
ATLO,2014-10-31,-7.11,1.03,27.02,25.24,0.36,0.09,23.36,-0.3,0.68,36.27,6.39,83.43,139.84
AMSWA,2014-10-31,1.67,0.85,22.86,24.04,0.68,0.18,20.01,0.08,0.97,90.71,13.78,80.15,95.68
AWR,2014-10-31,7.26,0.75,21.18,21.52,0.92,0.26,19.05,0.38,1.51,135.86,18.72,106.12,95.71
AWK,2014-10-31,19.13,0.35,14.05,10.95,1.77,0.7,15.75,1.21,3.91,228.26,26.84,85.53,2.44
AVD,2014-10-31,1.21,0.95,44.12,7.94,0.38,0.18,42.34,0.03,0.74,44.54,7.65,59.91,63.57
CRMT,2014-10-31,9.35,0.67,29.77,8.65,0.68,0.3,28.79,0.32,1.71,121.8,17.27,85.39,53.86
AMWD,2014-10-31,-0.09,1.57,45.48,20.49,0.56,0.16,41.23,-0.0,0.89,114.84,16.53,146.45,226.73
ABCB,2014-10-31,115.55,1.42,237.85,0.61,0.58,0.98,237.18,0.49,7.75,2372.5,89.94,284.39,99.63
FOLD,2014-10-31,11.03,1.55,78.44,6.74,0.46,0.23,76.09,0.14,0.88,51.04,8.6,121.71,206.44
AP,2014-10-31,-20.26,1.49,30.97,39.94,0.13,0.03,24.84,-0.82,0.21,-4.02,-0.82,106.02,246.56
AMSF,2014-10-31,9.65,0.6,23.12,11.76,0.84,0.32,22.33,0.43,1.9,131.69,18.3,85.42,49.9
AMKR,2014-10-31,-20.27,2.12,45.81,36.99,0.31,0.07,39.23,-0.52,0.63,23.05,4.24,181.2,352.75
AMPE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AHS,2014-10-31,-0.61,1.54,44.61,20.45,0.55,0.16,40.4,-0.01,0.83,106.13,15.57,142.13,207.86
AMSG,2014-10-31,3.89,1.07,21.75,41.48,0.97,0.2,16.66,0.23,1.91,156.34,20.72,114.88,106.63
AFSI,2014-10-31,25.18,0.72,26.88,12.33,1.37,0.51,25.44,0.99,2.06,419.09,39.01,109.31,-15.96
ANDE,2014-10-31,13.83,0.93,33.47,13.31,0.86,0.31,31.17,0.44,1.37,220.42,26.22,119.25,43.72
ANAC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMRS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANGI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANAD,2014-10-31,-40.82,1.56,55.68,13.63,-0.28,-0.1,52.28,-0.78,-0.57,-77.88,-26.05,-16.75,201.29
ANIK,2014-10-31,15.39,1.84,47.76,25.67,0.95,0.25,42.64,0.36,1.94,448.36,40.54,203.85,163.5
ANGO,2014-10-31,-8.02,0.88,28.94,16.03,0.22,0.07,26.56,-0.3,0.43,12.58,2.4,64.26,124.7
AXE,2014-10-31,-9.51,1.72,29.33,59.41,0.63,0.11,20.95,-0.45,1.08,103.51,15.27,141.21,204.93
ATRS,2014-10-31,14.51,0.43,43.85,1.62,0.49,0.5,44.14,0.33,0.8,83.19,12.87,66.88,49.18
BNNY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANSS,2014-10-31,0.22,0.96,22.72,30.6,0.69,0.16,18.93,0.01,1.42,93.59,14.12,79.88,84.42
APOG,2014-10-31,7.16,1.55,35.52,32.85,0.91,0.21,29.99,0.24,1.6,266.49,29.66,159.59,154.33
ANN,2014-10-31,5.29,1.51,41.42,22.89,0.72,0.2,36.98,0.14,1.49,195.99,24.24,160.09,201.49
APAGF,2014-10-31,-31.49,2.41,56.03,32.01,0.14,0.03,49.79,-0.63,0.21,-32.25,-7.49,142.89,376.1
AOL,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATNY,2014-10-31,-23.96,0.8,49.39,4.53,-0.22,-0.14,48.33,-0.5,-0.46,-67.58,-20.17,16.59,224.91
APOL,2014-10-31,-25.96,1.32,42.49,16.62,-0.11,-0.03,39.02,-0.67,-0.16,-49.81,-12.88,35.43,179.26
AMCC,2014-10-31,-16.13,1.42,47.16,15.61,0.15,0.05,43.67,-0.37,0.28,-17.26,-3.72,109.09,260.05
ACI,2014-10-31,-62.72,1.93,48.36,27.61,-0.65,-0.16,42.94,-1.46,-0.96,-89.09,-35.8,2.74,388.62
ATR,2014-10-31,-0.65,0.92,16.7,52.41,0.86,0.16,11.57,-0.06,1.32,90.76,13.79,87.27,95.45
AIT,2014-10-31,0.13,1.27,24.88,45.22,0.84,0.16,18.76,0.01,1.73,143.84,19.51,123.0,127.33
AINV,2014-10-31,-7.75,1.18,23.2,44.42,0.49,0.1,17.45,-0.44,0.85,54.87,9.14,96.79,140.69
AREX,2014-10-31,-10.83,1.84,54.54,19.71,0.35,0.1,50.11,-0.22,0.66,27.58,4.99,89.86,190.57
WTR,2014-10-31,10.32,0.5,14.87,19.85,1.24,0.37,14.82,0.7,1.92,138.22,18.96,83.03,46.31
ARSD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARC,2014-10-31,-8.6,2.24,59.5,24.43,0.47,0.12,54.22,-0.16,0.83,69.17,11.09,159.71,264.37
ACGL,2014-10-31,11.47,0.48,13.33,22.84,1.45,0.4,13.53,0.85,2.35,150.79,20.19,73.19,21.5
ACAT,2014-10-31,6.57,2.75,58.36,38.42,0.88,0.19,51.26,0.13,1.84,475.01,41.88,268.27,311.65
AGX,2014-10-31,15.23,0.88,37.12,9.6,0.79,0.34,35.33,0.43,1.56,212.78,25.62,108.12,56.97
ARNA,2014-10-31,65.13,-0.44,124.0,0.22,0.47,-1.31,125.31,0.52,1.26,23.51,4.31,16.01,-20.48
ABFS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AI,2014-10-31,18.57,0.84,24.73,19.75,1.3,0.38,22.26,0.83,2.46,325.19,33.57,152.1,108.51
ARCC,2014-10-31,3.17,1.01,18.56,51.28,1.06,0.19,12.96,0.24,1.67,144.18,19.55,104.58,86.64
AWI,2014-10-31,-2.09,1.39,35.63,26.37,0.58,0.15,31.01,-0.07,1.02,104.15,15.34,113.03,161.83
AGII,2014-10-31,4.01,0.71,21.54,18.5,0.72,0.22,19.83,0.2,1.22,93.37,14.1,74.09,70.7
ARQL,2014-10-31,-29.4,1.47,57.14,11.4,-0.1,-0.04,54.14,-0.54,-0.16,-65.67,-19.25,62.94,310.79
ARIA,2014-10-31,44.61,1.45,81.44,5.49,0.84,0.47,79.39,0.56,1.05,231.11,27.06,109.68,65.17
ARRS,2014-10-31,10.16,0.98,30.6,17.89,0.85,0.27,27.73,0.37,2.17,194.31,24.1,104.75,70.78
AROW,2014-10-31,-1.53,0.68,19.49,21.0,0.49,0.14,17.82,-0.09,0.71,46.79,7.98,50.55,75.39
ARRY,2014-10-31,-1.79,1.97,60.93,17.99,0.49,0.15,56.62,-0.03,1.21,100.56,14.93,217.59,354.63
ARW,2014-10-31,-8.88,1.82,30.25,62.63,0.68,0.11,21.42,-0.41,1.1,124.39,17.54,156.92,223.37
APAM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASCMA,2014-10-31,9.95,0.88,27.59,17.49,0.88,0.28,25.11,0.4,1.39,177.27,22.63,96.21,70.64
ARTC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARTNA,2014-10-31,4.15,0.44,15.04,15.13,0.76,0.26,15.65,0.26,1.32,67.37,10.85,59.48,49.87
ARUN,2014-10-31,8.8,1.48,49.68,15.24,0.66,0.22,46.16,0.19,0.95,175.96,22.51,161.66,187.82
ABG,2014-10-31,19.05,1.63,33.59,40.71,1.36,0.28,27.16,0.7,2.45,619.1,48.37,190.9,113.64
ASNA,2014-10-31,-11.95,1.44,32.16,34.83,0.36,0.08,26.61,-0.45,0.59,37.95,6.65,128.13,244.76
ASBC,2014-10-31,-8.89,1.3,26.14,42.98,0.47,0.09,20.14,-0.44,0.79,56.51,9.37,100.14,154.8
AHL,2014-10-31,3.74,0.64,17.9,22.19,0.79,0.22,16.48,0.23,1.43,87.78,13.43,68.57,56.34
ASH,2014-10-31,7.76,1.21,25.85,38.04,1.06,0.23,20.54,0.38,1.77,232.58,27.17,143.01,120.87
AGO,2014-10-31,-17.95,2.19,44.45,41.88,0.4,0.08,37.32,-0.48,0.73,50.63,8.54,175.64,299.62
AZPN,2014-10-31,16.92,0.7,24.28,14.18,1.16,0.41,22.85,0.74,2.31,251.71,28.6,106.03,50.03
ASTE,2014-10-31,-10.67,1.61,30.13,49.53,0.52,0.1,22.88,-0.47,0.97,73.87,11.7,145.98,236.17
ATHN,2014-10-31,16.62,1.09,47.16,9.27,0.73,0.31,44.94,0.37,1.23,225.71,26.64,110.31,58.42
ATRO,2014-10-31,43.0,0.45,40.94,2.11,1.23,1.11,41.15,1.05,2.58,714.47,52.12,147.4,-20.37
AF,2014-10-31,-8.0,1.24,26.84,36.72,0.45,0.1,21.58,-0.37,0.7,53.22,8.91,104.62,162.55
AT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATML,2014-10-31,-9.76,1.98,42.52,37.51,0.53,0.11,36.0,-0.27,1.18,99.46,14.81,158.55,263.12
ATNI,2014-10-31,-5.99,1.31,33.36,26.44,0.46,0.12,28.89,-0.21,0.76,63.18,10.29,105.09,122.63
AAWW,2014-10-31,-9.99,1.66,45.55,22.89,0.37,0.1,40.92,-0.24,0.62,40.43,7.03,123.8,227.73
ATO,2014-10-31,9.39,0.53,15.52,20.49,1.16,0.34,15.13,0.62,1.98,132.06,18.34,84.46,58.23
ATRC,2014-10-31,26.09,0.77,44.11,5.21,0.87,0.5,43.05,0.61,2.49,327.45,33.71,131.31,76.63
ADNC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATRI,2014-10-31,12.88,0.85,24.47,20.84,1.09,0.31,21.86,0.59,1.67,224.78,26.57,109.62,54.77
AVEO,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVGO,2014-10-31,24.91,0.97,28.33,20.14,1.43,0.42,25.32,0.98,2.96,514.22,43.77,156.53,59.91
AVNR,2014-10-31,50.91,0.82,77.08,1.94,0.83,0.79,76.37,0.67,2.15,607.1,47.88,115.3,29.57
AVNW,2014-10-31,-37.73,1.5,48.12,16.78,-0.28,-0.09,44.39,-0.85,-0.43,-72.06,-22.51,37.48,276.96
CAR,2014-10-31,4.55,2.96,54.63,50.56,0.96,0.18,46.22,0.1,2.11,563.69,46.01,308.3,369.98
AVG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVID,2014-10-31,-13.46,1.35,50.66,12.23,0.17,0.06,47.68,-0.28,0.26,-20.43,-4.47,113.72,323.39
ACLS,2014-10-31,-5.32,2.39,59.98,27.5,0.56,0.14,54.26,-0.1,1.15,129.47,18.07,185.99,295.33
AVT,2014-10-31,-10.32,1.57,27.19,57.43,0.56,0.1,19.25,-0.54,0.89,77.71,12.19,130.68,202.55
AXLL,2014-10-31,-7.25,2.9,64.5,34.91,0.62,0.14,57.71,-0.13,1.42,188.76,23.63,261.54,386.66
AVX,2014-10-31,-11.79,1.3,21.97,60.85,0.43,0.07,14.31,-0.82,0.77,42.27,7.31,97.41,162.47
BGS,2014-10-31,23.2,0.74,27.93,12.03,1.26,0.48,26.42,0.88,3.05,375.95,36.62,119.18,17.13
AXS,2014-10-31,2.3,0.75,18.04,29.63,0.8,0.19,15.49,0.15,1.66,90.43,13.75,68.82,56.83
AZZ,2014-10-31,5.53,1.22,28.35,31.91,0.89,0.21,23.57,0.23,1.47,189.76,23.71,133.18,124.64
BWC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCPC,2014-10-31,14.93,0.96,30.77,16.8,0.99,0.32,28.07,0.53,1.48,259.47,29.16,126.68,76.27
BMI,2014-10-31,-0.87,0.86,24.68,20.74,0.53,0.15,22.06,-0.04,0.83,64.96,10.53,67.35,75.39
BWINB,2014-10-31,-5.53,0.95,18.73,44.05,0.53,0.1,14.03,-0.39,1.03,50.43,8.51,77.44,98.1
BYI,2014-10-31,-6.03,1.59,34.07,37.44,0.58,0.12,28.03,-0.21,0.96,104.11,15.34,110.24,144.91
BANF,2014-10-31,-0.84,1.04,19.2,50.66,0.84,0.15,13.5,-0.06,1.59,103.83,15.31,92.05,89.43
BLX,2014-10-31,8.25,0.99,20.59,39.79,1.18,0.25,15.98,0.52,2.42,202.39,24.77,107.4,68.84
TBBK,2014-10-31,-0.41,1.18,36.08,18.6,0.52,0.16,32.64,-0.01,0.84,85.49,13.15,88.71,122.52
BKYF,2014-10-31,8.18,0.84,28.34,15.21,0.77,0.26,26.18,0.31,1.61,145.51,19.68,88.62,49.92
BXS,2014-10-31,-14.18,1.3,31.24,30.04,0.22,0.05,26.43,-0.54,0.32,11.42,2.19,90.67,182.95
BKMU,2014-10-31,-19.5,1.54,31.98,40.1,0.17,0.04,25.76,-0.76,0.37,4.27,0.84,83.12,174.23
BKU,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOH,2014-10-31,-5.07,0.99,19.3,45.74,0.57,0.11,14.22,-0.36,0.96,59.09,9.73,83.67,115.97
BMRC,2014-10-31,-0.65,0.76,18.33,29.83,0.64,0.15,15.67,-0.04,1.07,65.51,10.6,76.16,91.84
OZRK,2014-10-31,24.24,1.06,25.28,30.17,1.64,0.39,21.14,1.15,3.05,562.19,45.95,152.57,28.41
BFIN,2014-10-31,-5.95,0.98,27.08,22.55,0.37,0.1,23.84,-0.25,0.46,36.53,6.43,92.13,161.84
RATE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKS,2014-10-31,8.7,1.42,74.83,6.22,0.42,0.22,72.67,0.12,1.11,41.09,7.13,68.75,89.47
BANR,2014-10-31,-8.32,2.6,56.04,37.3,0.61,0.13,49.12,-0.17,0.85,144.0,19.53,207.34,302.11
BHB,2014-10-31,4.99,0.49,15.03,18.27,0.86,0.26,15.16,0.33,1.6,80.76,12.57,55.22,30.11
BDE,2014-10-31,3.25,0.91,37.56,10.19,0.48,0.2,35.61,0.09,0.9,76.36,12.02,76.81,77.22
B,2014-10-31,-4.95,1.71,30.3,54.91,0.75,0.13,22.38,-0.22,1.36,149.46,20.06,150.32,193.62
DFZ,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAS,2014-10-31,-4.24,2.11,59.24,21.89,0.51,0.14,54.35,-0.08,0.8,84.29,13.01,177.89,331.73
BV,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BBCN,2014-10-31,-9.47,1.86,38.04,41.1,0.54,0.11,31.28,-0.3,1.01,101.21,15.01,127.86,178.4
BBX,2014-10-31,19.84,1.61,80.25,6.93,0.57,0.29,77.83,0.25,1.41,150.34,20.15,151.66,145.01
BECN,2014-10-31,-3.48,1.28,29.09,33.56,0.6,0.14,24.0,-0.15,0.99,92.69,14.02,118.42,183.27
BEAV,2014-10-31,10.23,1.39,28.45,41.4,1.15,0.24,22.39,0.46,2.36,319.91,33.24,155.2,105.12
BBGI,2014-10-31,-4.77,1.55,53.34,14.65,0.38,0.13,49.81,-0.1,0.72,43.99,7.56,102.5,158.69
BZH,2014-10-31,-39.52,3.26,59.98,50.88,0.22,0.04,51.43,-0.77,0.41,-18.31,-3.97,216.59,490.24
BBG,2014-10-31,-24.07,1.04,36.78,13.9,-0.19,-0.07,34.14,-0.71,-0.27,-50.94,-13.27,20.81,169.24
BDC,2014-10-31,-0.89,1.84,34.75,48.59,0.84,0.16,27.27,-0.03,1.78,218.47,26.07,170.07,215.84
BEBE,2014-10-31,-26.11,1.28,45.33,13.86,-0.12,-0.04,42.23,-0.62,-0.21,-53.14,-14.07,42.1,218.08
BNCL,2014-10-31,0.94,0.55,21.57,11.05,0.45,0.18,21.2,0.04,0.53,45.19,7.74,48.8,60.03
BERY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BELFB,2014-10-31,-7.02,1.62,43.63,23.76,0.44,0.12,38.95,-0.18,0.98,67.99,10.93,134.65,212.79
BGFV,2014-10-31,-17.79,1.82,52.26,20.92,0.22,0.06,47.71,-0.37,0.47,-4.6,-0.94,132.36,302.98
GPRE,2014-10-31,18.69,1.64,55.82,14.97,0.81,0.28,52.16,0.36,1.67,365.54,36.02,186.7,159.68
GBX,2014-10-31,9.61,2.81,57.93,40.74,0.95,0.2,50.57,0.19,1.87,604.28,47.76,250.05,230.85
GSVC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRPN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GPI,2014-10-31,6.3,1.55,35.87,32.44,0.88,0.2,30.37,0.21,1.7,250.24,28.49,145.18,134.8
GFF,2014-10-31,-16.26,1.79,33.66,49.02,0.38,0.07,26.19,-0.62,0.66,44.11,7.58,146.9,269.35
GSIT,2014-10-31,-3.37,0.96,37.28,11.41,0.33,0.13,35.09,-0.1,0.63,33.24,5.91,66.76,115.81
GSIG,2014-10-31,15.26,2.04,61.87,18.72,0.78,0.24,57.42,0.27,2.25,428.81,39.53,193.96,153.31
GTXI,2014-10-31,-31.66,1.08,86.71,2.67,-0.16,-0.13,85.55,-0.37,-0.26,-93.79,-42.63,-14.91,415.07
GWRE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GES,2014-10-31,-28.56,1.79,35.76,43.06,0.01,0.0,28.89,-0.99,0.03,-24.78,-5.54,81.95,261.61
GIFI,2014-10-31,-28.57,2.53,44.31,56.51,0.28,0.05,35.51,-0.8,0.51,16.69,3.13,162.15,352.85
GLF,2014-10-31,-16.95,1.65,37.08,34.32,0.27,0.06,31.25,-0.54,0.4,16.7,3.14,119.13,238.83
GPOR,2014-10-31,16.08,2.02,46.78,32.18,1.04,0.24,40.78,0.39,2.02,557.67,45.75,223.52,200.47
HEES,2014-10-31,10.07,2.21,49.53,34.45,0.93,0.21,43.15,0.23,1.66,440.79,40.15,228.29,227.44
HAE,2014-10-31,-2.55,0.73,18.35,27.08,0.5,0.13,16.07,-0.16,0.96,46.49,7.93,57.43,80.86
HAIN,2014-10-31,33.98,0.35,24.43,3.61,1.63,1.12,25.44,1.34,4.15,517.16,43.91,108.8,-46.66
HBIO,2014-10-31,-8.12,1.13,30.83,23.06,0.33,0.09,27.09,-0.3,0.59,32.6,5.81,96.22,170.29
HNRG,2014-10-31,20.53,-0.09,39.24,0.08,0.49,-2.24,41.74,0.49,1.13,83.84,12.95,24.72,-60.27
HALL,2014-10-31,-0.22,0.81,30.99,11.93,0.42,0.16,29.18,-0.01,0.67,52.02,8.74,99.57,153.33
HMPR,2014-10-31,-55.43,2.44,100.74,10.11,-0.16,-0.07,97.36,-0.57,-0.26,-96.6,-49.16,99.34,640.37
HBI,2014-10-31,18.87,1.05,27.15,25.89,1.32,0.34,23.38,0.81,2.8,396.97,37.81,155.27,98.13
