Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
ARW,2014-09-30,-10.21,1.84,30.7,63.02,0.59,0.1,21.75,-0.47,0.99,96.63,14.48,157.65,232.84
APAM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASCMA,2014-09-30,7.04,0.91,27.97,18.29,0.75,0.23,25.31,0.28,1.21,135.16,18.65,92.91,84.41
ARTC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARTNA,2014-09-30,1.68,0.45,14.52,16.42,0.59,0.19,15.16,0.11,1.01,45.87,7.84,52.99,54.32
ARUN,2014-09-30,7.13,1.52,50.07,16.01,0.61,0.2,46.39,0.15,0.9,144.12,19.54,164.56,201.19
ABG,2014-09-30,12.88,1.71,35.61,40.15,1.1,0.23,29.09,0.44,1.81,408.04,38.41,187.81,151.99
ASNA,2014-09-30,-9.22,1.44,31.99,35.33,0.4,0.09,26.37,-0.35,0.65,48.35,8.21,135.48,236.44
ASBC,2014-09-30,-5.93,1.24,26.43,38.4,0.5,0.11,20.99,-0.28,0.85,62.67,10.22,96.12,131.89
AHL,2014-09-30,3.29,0.65,17.97,22.66,0.74,0.2,16.48,0.2,1.36,79.42,12.4,68.27,58.73
ASH,2014-09-30,2.97,1.28,27.71,37.36,0.82,0.18,22.24,0.13,1.22,156.02,20.69,142.68,152.67
AGO,2014-09-30,-20.34,2.22,45.01,42.54,0.31,0.06,37.74,-0.54,0.58,23.47,4.31,175.64,314.5
AZPN,2014-09-30,18.58,0.69,24.2,14.26,1.21,0.42,22.77,0.82,2.38,269.8,29.9,109.52,43.73
ASTE,2014-09-30,-12.33,1.63,30.5,50.08,0.42,0.08,23.12,-0.53,0.81,51.04,8.6,145.6,244.73
ATHN,2014-09-30,18.27,1.11,47.0,9.76,0.75,0.32,44.67,0.41,1.25,243.21,27.97,117.79,59.84
ATRO,2014-09-30,38.54,0.5,41.51,2.55,1.11,0.92,41.5,0.93,2.38,561.03,45.9,143.63,1.15
AF,2014-09-30,-10.39,1.26,27.15,37.44,0.33,0.07,21.75,-0.48,0.52,30.51,5.47,101.94,173.42
AT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATML,2014-09-30,-9.29,2.02,42.68,39.15,0.51,0.11,35.93,-0.26,1.14,92.84,14.04,168.01,273.37
ATNI,2014-09-30,-12.77,1.32,32.29,29.09,0.23,0.06,27.52,-0.46,0.37,12.79,2.44,90.22,142.48
AAWW,2014-09-30,-15.11,1.7,46.1,23.72,0.24,0.06,41.31,-0.37,0.4,3.28,0.65,117.46,250.87
ATO,2014-09-30,7.51,0.53,14.94,21.72,1.05,0.3,14.62,0.51,1.73,106.41,15.6,78.0,58.32
ATRC,2014-09-30,19.79,0.8,44.18,5.75,0.73,0.4,42.97,0.46,2.09,211.86,25.54,120.66,97.7
ADNC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATRI,2014-09-30,7.46,0.91,25.93,21.45,0.83,0.24,23.01,0.32,1.18,146.15,19.74,105.56,85.18
AVEO,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVGO,2014-09-30,22.68,1.02,29.11,21.43,1.32,0.38,25.8,0.88,2.67,444.43,40.34,160.01,78.97
AVNR,2014-09-30,46.69,0.87,77.46,2.2,0.78,0.69,76.62,0.61,2.05,473.08,41.79,111.08,49.57
AVNW,2014-09-30,-38.28,1.52,48.28,17.26,-0.31,-0.1,44.45,-0.86,-0.49,-74.29,-23.79,39.81,284.69
CAR,2014-09-30,-2.6,3.08,57.7,49.83,0.78,0.15,49.26,-0.05,1.48,310.85,32.66,312.75,426.6
AVG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVID,2014-09-30,-14.71,1.38,50.9,12.76,0.13,0.05,47.8,-0.31,0.2,-28.32,-6.44,116.11,330.23
ACLS,2014-09-30,-10.17,2.45,60.82,28.26,0.45,0.11,54.94,-0.19,0.94,65.83,10.65,182.22,321.6
AVT,2014-09-30,-10.75,1.57,27.28,57.75,0.49,0.09,19.26,-0.56,0.8,62.71,10.23,129.84,203.71
AXLL,2014-09-30,-20.21,3.06,68.94,34.47,0.39,0.09,62.11,-0.33,0.7,22.91,4.21,256.89,480.91
AVX,2014-09-30,-13.41,1.3,21.82,62.14,0.3,0.05,14.0,-0.96,0.55,24.15,4.42,92.78,165.75
BGS,2014-09-30,21.29,0.75,28.07,12.54,1.17,0.44,26.45,0.8,2.91,324.44,33.53,116.17,24.4
AXS,2014-09-30,1.56,0.76,18.2,30.34,0.73,0.17,15.52,0.1,1.55,79.22,12.38,68.75,62.14
AZZ,2014-09-30,0.6,1.26,28.94,32.85,0.69,0.16,23.96,0.02,1.11,119.99,17.08,126.63,146.03
BWC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCPC,2014-09-30,14.38,0.93,30.31,16.28,0.94,0.31,27.75,0.52,1.38,229.72,26.95,118.65,66.13
BMI,2014-09-30,-3.34,0.85,24.18,21.52,0.4,0.11,21.52,-0.16,0.63,40.85,7.09,59.47,79.07
BWINB,2014-09-30,-6.95,0.94,18.42,45.34,0.41,0.08,13.65,-0.51,0.8,34.26,6.07,72.31,99.49
BYI,2014-09-30,-3.78,1.57,34.07,36.99,0.6,0.13,28.06,-0.13,0.98,110.32,16.03,112.48,136.31
BANF,2014-09-30,-1.16,1.04,19.23,50.93,0.77,0.14,13.48,-0.09,1.49,91.82,13.91,90.77,90.26
BLX,2014-09-30,7.21,0.97,20.21,40.48,1.1,0.23,15.59,0.46,2.21,173.5,22.29,101.44,66.21
TBBK,2014-09-30,-3.94,1.21,36.29,19.31,0.4,0.12,32.71,-0.12,0.67,50.17,8.47,82.98,136.96
BKYF,2014-09-30,9.15,0.83,28.34,14.98,0.77,0.26,26.23,0.35,1.62,146.5,19.77,88.79,44.69
BXS,2014-09-30,-17.41,1.3,30.81,31.17,0.08,0.02,25.87,-0.67,0.12,-9.86,-2.06,82.13,189.54
BKMU,2014-09-30,-23.76,1.6,33.32,40.26,0.03,0.01,26.95,-0.88,0.05,-19.46,-4.24,82.49,204.83
BKU,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOH,2014-09-30,-2.91,0.96,19.47,42.27,0.61,0.12,14.8,-0.2,1.02,64.99,10.53,82.86,101.74
BMRC,2014-09-30,-0.12,0.72,18.07,28.09,0.61,0.15,15.75,-0.01,1.0,60.31,9.9,70.82,79.84
OZRK,2014-09-30,19.24,1.1,26.14,30.89,1.38,0.33,21.77,0.88,2.39,407.28,38.37,146.38,52.18
BFIN,2014-09-30,-8.14,0.96,26.33,23.19,0.25,0.07,23.08,-0.35,0.31,16.81,3.16,83.22,159.54
RATE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKS,2014-09-30,1.55,1.5,75.76,6.83,0.32,0.16,73.43,0.02,0.85,-4.58,-0.93,62.43,133.19
BANR,2014-09-30,-4.11,2.52,56.16,35.06,0.62,0.14,49.5,-0.08,0.86,150.84,20.19,201.95,271.54
BHB,2014-09-30,1.06,0.55,16.96,18.35,0.56,0.17,16.44,0.06,0.78,50.11,8.46,55.75,58.55
BDE,2014-09-30,3.59,0.91,37.56,10.18,0.47,0.19,35.62,0.1,0.87,71.82,11.43,76.19,74.81
B,2014-09-30,-8.92,1.7,29.37,58.57,0.59,0.1,21.05,-0.42,1.05,92.06,13.94,138.66,199.46
DFZ,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAS,2014-09-30,0.54,2.21,56.69,26.65,0.61,0.16,51.13,0.01,1.09,155.48,20.63,221.87,350.64
BV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BBCN,2014-09-30,-5.75,1.82,38.04,40.19,0.59,0.12,31.37,-0.18,1.08,118.27,16.9,131.98,164.0
BBX,2014-09-30,7.49,1.79,83.68,7.95,0.42,0.2,80.96,0.09,0.89,20.21,3.75,150.19,246.15
BECN,2014-09-30,-6.44,1.3,29.36,34.37,0.46,0.1,24.12,-0.27,0.79,59.45,9.78,114.22,194.36
BEAV,2014-09-30,10.41,1.45,28.52,45.14,1.15,0.23,21.95,0.47,2.32,316.78,33.04,167.28,122.21
BBGI,2014-09-30,-2.57,1.58,53.12,15.38,0.41,0.14,49.45,-0.05,0.76,53.8,8.99,113.04,161.5
BZH,2014-09-30,-43.04,3.3,60.76,51.42,0.13,0.02,52.1,-0.83,0.24,-39.96,-9.7,215.3,510.45
BBG,2014-09-30,-18.77,1.09,34.16,17.73,-0.06,-0.02,31.01,-0.61,-0.09,-32.78,-7.64,48.79,172.98
BDC,2014-09-30,-1.38,1.82,34.54,48.66,0.77,0.15,27.04,-0.05,1.61,184.53,23.26,164.88,210.35
BEBE,2014-09-30,-28.38,1.33,45.79,14.63,-0.17,-0.06,42.52,-0.67,-0.32,-59.62,-16.59,43.8,236.43
BNCL,2014-09-30,0.88,0.53,21.48,10.7,0.42,0.17,21.22,0.04,0.49,40.13,6.98,45.95,55.85
BERY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BELFB,2014-09-30,-9.32,1.61,43.3,24.06,0.36,0.1,38.58,-0.24,0.79,39.79,6.93,126.53,213.6
BGFV,2014-09-30,-22.27,1.77,50.42,21.6,0.1,0.03,45.8,-0.49,0.2,-29.07,-6.64,113.83,297.62
GPRE,2014-09-30,22.6,1.64,55.54,15.24,0.86,0.29,51.83,0.44,1.72,428.32,39.5,197.05,148.92
GBX,2014-09-30,8.59,2.91,58.72,43.01,0.91,0.18,51.04,0.17,1.74,526.64,44.35,267.41,266.18
GSVC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRPN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GPI,2014-09-30,3.15,1.55,35.39,33.43,0.76,0.17,29.77,0.11,1.48,182.22,23.06,135.36,139.33
GFF,2014-09-30,-19.26,1.82,34.08,49.63,0.26,0.05,26.49,-0.73,0.45,16.31,3.07,143.66,282.29
GSIT,2014-09-30,-2.92,1.0,37.18,12.69,0.34,0.12,34.74,-0.08,0.65,35.59,6.28,76.78,128.17
GSIG,2014-09-30,16.96,1.99,61.8,18.11,0.77,0.24,57.43,0.3,2.21,410.67,38.56,188.71,136.45
GTXI,2014-09-30,-33.74,1.2,87.04,3.33,-0.18,-0.13,85.62,-0.39,-0.28,-94.24,-43.49,5.28,454.02
GWRE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GES,2014-09-30,-27.24,1.77,35.76,42.77,-0.0,-0.0,28.9,-0.94,-0.0,-26.45,-5.96,82.71,255.87
GIFI,2014-09-30,-29.68,2.48,43.19,57.4,0.19,0.03,34.28,-0.87,0.34,-3.14,-0.64,149.1,339.7
GLF,2014-09-30,-18.62,1.7,37.74,35.5,0.2,0.04,31.7,-0.59,0.3,2.52,0.5,124.21,257.39
GPOR,2014-09-30,15.66,2.07,47.16,33.71,1.01,0.23,40.93,0.38,1.97,510.98,43.62,232.51,215.44
HEES,2014-09-30,11.68,2.24,49.49,35.76,0.93,0.21,42.92,0.27,1.66,445.05,40.37,238.36,230.86
HAE,2014-09-30,-5.43,0.74,18.48,28.23,0.32,0.08,16.02,-0.34,0.61,24.45,4.47,52.66,92.18
HAIN,2014-09-30,30.85,0.39,24.96,4.27,1.48,0.94,25.72,1.2,3.72,433.91,39.8,106.46,-30.26
HBIO,2014-09-30,-11.33,1.11,29.99,24.08,0.19,0.05,26.17,-0.43,0.34,7.92,1.54,85.79,172.3
HNRG,2014-09-30,20.81,-0.09,39.25,0.09,0.49,-2.15,41.79,0.5,1.14,86.38,13.26,23.89,-63.51
HALL,2014-09-30,-3.05,0.81,30.6,12.3,0.31,0.12,28.77,-0.11,0.5,28.07,5.07,92.0,156.25
HMPR,2014-09-30,-62.73,2.49,101.24,10.6,-0.24,-0.1,97.74,-0.64,-0.41,-97.88,-53.71,91.34,668.34
HBI,2014-09-30,20.29,1.05,27.08,26.39,1.35,0.35,23.24,0.87,2.83,410.78,38.56,159.38,93.44
HBHC,2014-09-30,-14.28,1.07,22.1,40.71,0.1,0.02,17.04,-0.84,0.16,-1.1,-0.22,62.16,137.82
HGR,2014-09-30,-0.7,1.02,37.99,12.5,0.39,0.15,35.54,-0.02,0.6,47.95,8.15,113.87,185.35
HAFC,2014-09-30,-0.52,1.47,52.38,13.83,0.42,0.15,49.02,-0.01,0.65,56.35,9.35,143.85,196.4
THG,2014-09-30,0.84,0.75,18.28,29.77,0.68,0.16,15.66,0.05,1.33,72.05,11.46,83.24,93.88
HRG,2014-09-30,7.77,0.81,42.59,6.36,0.48,0.25,41.28,0.19,1.5,88.51,13.52,94.25,86.44
HSC,2014-09-30,-29.92,1.82,32.01,56.31,-0.06,-0.01,23.76,-1.26,-0.11,-29.13,-6.66,109.23,290.67
HVT,2014-09-30,-0.63,1.38,35.13,26.99,0.59,0.15,30.44,-0.02,0.9,105.86,15.54,126.41,175.19
HCOM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HW,2014-09-30,4.28,2.43,60.06,28.68,0.69,0.17,54.15,0.08,1.1,224.03,26.51,247.77,343.64
HCSG,2014-09-30,10.0,0.79,20.91,24.89,1.06,0.28,18.33,0.55,1.9,170.78,22.05,95.96,46.64
HSTM,2014-09-30,23.05,1.15,37.91,16.19,1.08,0.35,34.77,0.66,2.55,440.77,40.15,139.21,21.02
HTLD,2014-09-30,4.45,0.73,21.51,20.18,0.73,0.21,19.55,0.23,1.54,96.61,14.48,85.19,82.49
HTLF,2014-09-30,1.15,0.92,27.04,20.22,0.57,0.17,24.18,0.05,0.91,80.17,12.5,86.81,101.25
HTWR,2014-09-30,25.71,-0.08,34.28,0.1,0.71,-2.93,37.13,0.69,1.74,158.85,20.95,33.93,-32.44
HPY,2014-09-30,16.19,0.87,32.05,12.94,0.92,0.34,29.95,0.54,1.61,240.25,27.75,115.36,68.33
HSII,2014-09-30,-14.21,1.53,43.36,21.79,0.22,0.06,38.98,-0.36,0.4,1.46,0.29,80.14,166.67
HMTV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HELE,2014-09-30,4.13,1.33,30.91,32.29,0.8,0.18,25.81,0.16,1.93,170.3,22.0,131.07,108.86
HLX,2014-09-30,-10.47,1.74,42.15,29.72,0.39,0.09,36.66,-0.29,0.71,47.26,8.05,128.65,227.73
HLF,2014-09-30,7.61,1.55,45.12,20.48,0.7,0.2,40.88,0.19,1.03,187.62,23.53,140.34,143.03
HTGC,2014-09-30,3.06,1.02,21.76,38.16,0.86,0.18,17.11,0.18,1.23,126.12,17.72,99.73,84.59
HTBK,2014-09-30,-9.12,1.95,42.84,36.05,0.49,0.11,36.47,-0.25,0.68,78.63,12.3,163.26,249.06
HFWA,2014-09-30,-4.18,0.77,18.63,30.02,0.41,0.1,15.88,-0.26,0.68,35.27,6.23,64.13,94.13
HEOP,2014-09-30,-5.55,0.54,27.59,6.62,0.1,0.05,27.36,-0.2,0.15,-4.76,-0.97,45.65,111.23
HXL,2014-09-30,12.51,1.06,28.48,24.25,1.01,0.27,24.8,0.5,2.32,247.03,28.25,128.73,71.31
HTZ,2014-09-30,-11.67,2.56,47.26,51.25,0.59,0.11,38.91,-0.3,1.16,134.44,18.58,226.7,344.15
MLHR,2014-09-30,-1.74,1.23,31.22,27.0,0.55,0.14,26.85,-0.06,1.08,86.22,13.24,109.51,154.49
HF,2014-09-30,9.81,2.04,42.44,40.26,0.97,0.2,35.56,0.28,1.75,398.73,37.9,221.78,199.46
HIBB,2014-09-30,3.24,1.16,29.01,27.8,0.73,0.18,24.74,0.13,1.59,133.85,18.52,103.03,124.79
HI,2014-09-30,-2.96,1.15,24.73,37.61,0.59,0.13,19.63,-0.15,1.02,79.58,12.42,109.67,125.53
HTH,2014-09-30,7.01,0.44,29.94,3.77,0.46,0.31,30.29,0.23,1.37,63.54,10.34,62.67,55.34
HRC,2014-09-30,-3.07,1.41,29.38,40.17,0.63,0.13,23.36,-0.13,0.97,104.47,15.38,142.95,193.55
HIFS,2014-09-30,18.33,0.35,17.43,6.85,1.36,0.68,18.92,0.97,1.79,200.54,24.62,69.92,-18.4
HMSY,2014-09-30,5.31,0.58,35.88,4.62,0.4,0.24,35.47,0.15,0.55,47.92,8.14,78.98,116.46
BCC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BFAM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COWN,2014-09-30,-26.04,1.16,30.22,25.57,-0.27,-0.07,26.16,-1.0,-0.47,-47.33,-12.03,45.91,225.77
CRY,2014-09-30,-6.99,1.17,35.59,18.81,0.31,0.09,32.14,-0.22,0.58,28.07,5.07,113.53,182.43
HITT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRH,2014-09-30,7.94,0.55,16.62,18.78,0.98,0.3,16.14,0.49,1.68,111.04,16.11,72.14,48.48
ISSI,2014-09-30,2.07,2.21,46.67,39.22,0.77,0.16,39.75,0.05,1.63,265.43,29.59,207.78,238.55
IRF,2014-09-30,-9.14,2.04,43.29,38.89,0.51,0.11,36.54,-0.25,1.18,101.33,15.02,171.06,278.86
NTGR,2014-09-30,-15.02,2.23,42.97,47.02,0.45,0.09,35.25,-0.43,0.86,70.3,11.24,157.75,252.68
RPTP,2014-09-30,47.57,-0.35,66.15,0.49,0.64,-1.21,68.35,0.7,1.18,190.61,23.78,16.59,-121.72
PNK,2014-09-30,-3.2,2.06,46.45,34.28,0.61,0.14,40.17,-0.08,1.08,146.22,19.75,183.55,248.42
PRO,2014-09-30,4.58,1.78,44.64,27.67,0.71,0.18,39.33,0.12,1.19,199.29,24.51,155.42,142.46
OXM,2014-09-30,11.61,1.19,35.42,19.73,0.84,0.25,31.84,0.36,1.92,232.24,27.14,143.89,126.84
PCTI,2014-09-30,-10.16,1.28,30.72,30.1,0.31,0.07,25.94,-0.39,0.65,28.32,5.11,94.39,173.0
SHEN,2014-09-30,-9.37,1.64,39.96,29.34,0.4,0.1,34.63,-0.27,0.91,52.7,8.83,153.33,251.89
TRGP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCL,2014-09-30,-1.89,0.96,30.03,17.91,0.43,0.13,27.21,-0.07,0.84,54.4,9.08,77.2,105.8
SPN,2014-09-30,-10.96,1.65,37.41,34.06,0.39,0.09,31.58,-0.35,0.65,47.14,8.03,119.78,223.8
SVU,2014-09-30,-18.0,1.79,58.97,16.12,0.16,0.05,55.01,-0.33,0.28,-33.23,-7.76,66.38,181.77
WPX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WMK,2014-09-30,-2.22,0.75,16.64,35.55,0.56,0.12,13.76,-0.16,1.07,49.38,8.36,53.32,51.68
WWE,2014-09-30,4.52,0.74,44.7,4.8,0.36,0.21,43.75,0.1,0.48,33.62,5.97,39.98,43.39
AMGN,2014-09-30,11.67,0.54,18.26,15.0,1.09,0.37,17.92,0.65,1.67,148.37,19.96,79.73,13.1
GT,2014-09-30,-17.89,2.06,41.04,43.83,0.33,0.07,33.78,-0.53,0.62,33.8,6.0,153.33,265.79
GNW,2014-09-30,-17.26,1.82,42.27,32.37,0.25,0.06,36.41,-0.47,0.43,9.62,1.85,146.95,297.78
GM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDLZ,2014-09-30,9.0,0.55,14.31,25.51,1.22,0.32,13.73,0.66,2.58,126.68,17.78,77.38,25.87
PEP,2014-09-30,6.84,0.39,11.49,20.12,1.12,0.33,13.06,0.52,2.05,83.97,12.97,59.15,29.24
XL,2014-09-30,-2.12,1.25,21.89,57.21,0.78,0.14,14.7,-0.14,1.66,110.04,16.0,121.75,131.14
NBR,2014-09-30,-22.45,2.22,44.89,42.77,0.26,0.05,37.6,-0.6,0.39,10.61,2.04,144.14,294.96
NFLX,2014-09-30,54.62,1.04,72.51,3.58,0.97,0.68,71.2,0.77,1.66,877.21,57.76,200.18,86.19
RSG,2014-09-30,1.77,0.66,15.8,30.63,0.76,0.18,13.9,0.13,1.28,71.02,11.33,83.96,87.0
RRC,2014-09-30,-2.41,0.84,28.27,15.34,0.37,0.13,26.1,-0.09,0.7,39.25,6.85,62.29,101.67
NOV,2014-09-30,-11.07,1.93,34.76,53.65,0.53,0.1,26.64,-0.42,1.01,90.13,13.71,132.73,201.27
NLSN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NVDA,2014-09-30,-12.34,1.75,46.35,24.78,0.31,0.08,41.39,-0.3,0.61,27.97,5.06,137.65,270.66
PSA,2014-09-30,8.72,0.77,17.54,33.73,1.17,0.27,14.6,0.6,2.19,158.72,20.94,88.93,35.47
PWR,2014-09-30,1.96,0.68,22.79,15.56,0.55,0.18,21.37,0.09,0.85,63.99,10.4,82.6,82.42
ROP,2014-09-30,8.49,0.96,17.78,51.28,1.31,0.24,12.42,0.68,2.61,195.47,24.19,110.65,71.61
UNP,2014-09-30,14.2,1.04,18.81,52.93,1.6,0.29,12.91,1.1,2.82,309.27,32.56,125.41,48.35
SJM,2014-09-30,6.77,0.62,17.04,23.48,0.96,0.26,15.71,0.43,1.94,111.09,16.12,84.44,61.73
TSCO,2014-09-30,19.36,1.11,25.39,33.41,1.44,0.33,20.77,0.93,2.9,419.46,39.03,147.5,62.79
WY,2014-09-30,-0.46,1.51,27.65,52.23,0.82,0.15,20.27,-0.02,1.45,158.82,20.95,157.91,188.65
ATI,2014-09-30,-20.98,2.1,41.48,44.72,0.27,0.05,34.09,-0.62,0.45,15.63,2.95,169.6,326.36
CA,2014-09-30,-10.73,1.34,24.24,53.34,0.41,0.07,17.16,-0.63,0.84,43.0,7.42,91.66,138.88
GNCMA,2014-09-30,-0.83,1.08,36.72,14.99,0.43,0.15,33.87,-0.02,0.82,59.04,9.72,94.16,141.36
ETFC,2014-09-30,-21.78,2.26,39.55,56.88,0.33,0.06,30.83,-0.71,0.49,29.09,5.24,156.6,292.35
DO,2014-09-30,-31.49,1.31,27.69,39.08,-0.41,-0.09,21.99,-1.43,-0.61,-53.24,-14.1,40.4,205.75
IFF,2014-09-30,8.72,0.87,17.12,45.03,1.29,0.25,12.81,0.68,2.14,179.33,22.81,112.58,85.41
EL,2014-09-30,14.89,1.11,25.55,33.1,1.25,0.29,20.95,0.71,2.02,317.19,33.07,122.54,43.15
FAST,2014-09-30,5.68,1.06,25.9,29.06,0.85,0.21,21.83,0.26,1.53,153.38,20.44,124.57,125.62
GIS,2014-09-30,9.98,0.17,12.81,3.21,0.99,0.73,16.67,0.6,1.78,80.86,12.58,50.15,3.84
GOOGL,2014-09-30,3.13,1.14,26.46,32.63,0.78,0.18,21.8,0.14,1.62,137.33,18.87,113.22,89.59
FCX,2014-09-30,-21.71,2.08,39.39,48.7,0.26,0.05,31.61,-0.69,0.41,13.85,2.63,105.97,216.45
GD,2014-09-30,-1.55,1.11,19.69,55.88,0.79,0.14,13.16,-0.12,1.16,97.78,14.61,101.39,105.0
IP,2014-09-30,-0.86,1.43,25.23,56.4,0.84,0.15,17.62,-0.05,1.25,145.79,19.71,147.75,170.06
BBSI,2014-09-30,18.48,1.21,41.82,14.61,0.89,0.31,38.75,0.48,1.52,310.76,32.65,154.96,100.18
IPG,2014-09-30,-5.68,2.05,36.25,55.79,0.71,0.13,27.81,-0.2,1.22,164.31,21.46,182.37,233.55
IRM,2014-09-30,-0.51,0.88,28.14,16.98,0.46,0.15,25.69,-0.02,0.71,57.36,9.49,98.7,143.57
LH,2014-09-30,-0.26,0.66,15.67,31.21,0.63,0.15,13.74,-0.02,0.94,54.87,9.14,66.85,77.06
KORS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAS,2014-09-30,-9.77,1.97,35.66,53.51,0.58,0.1,27.51,-0.36,0.96,105.7,15.52,160.98,228.98
MCD,2014-09-30,8.87,0.34,11.78,14.16,1.19,0.42,14.01,0.63,1.87,94.79,14.27,51.62,7.35
MHK,2014-09-30,0.84,1.62,31.76,45.44,0.81,0.16,24.85,0.03,1.51,182.7,23.1,171.44,183.53
MU,2014-09-30,13.31,1.7,47.11,22.72,0.84,0.23,42.43,0.31,1.66,317.8,33.11,233.31,238.7
NI,2014-09-30,19.38,0.51,15.62,18.78,1.74,0.53,15.49,1.25,3.43,264.41,29.51,99.31,0.43
CVD,2014-09-30,-2.55,0.9,27.98,18.06,0.4,0.13,25.36,-0.1,0.62,45.34,7.76,69.36,84.01
FFIN,2014-09-30,-2.77,1.13,20.23,54.18,0.72,0.13,13.8,-0.2,1.48,87.77,13.43,110.23,140.26
FBC,2014-09-30,-50.29,2.25,63.82,21.79,-0.24,-0.07,58.82,-0.85,-0.42,-83.66,-30.39,72.07,424.98
LHCG,2014-09-30,-20.05,1.3,32.44,28.2,0.0,0.0,27.78,-0.72,0.0,-22.49,-4.97,95.25,241.34
EXPE,2014-09-30,14.92,0.92,37.03,10.81,0.79,0.32,34.99,0.43,1.28,203.62,24.87,89.91,0.95
ARG,2014-09-30,10.68,0.71,28.15,11.23,0.77,0.3,26.79,0.4,1.67,149.55,20.07,102.02,49.67
GGP,2014-09-30,22.12,1.85,54.94,19.76,0.92,0.27,50.48,0.44,2.66,577.11,46.6,210.8,169.64
IR,2014-09-30,-5.12,1.36,26.53,46.09,0.6,0.12,20.06,-0.26,0.95,85.27,13.13,117.36,160.07
LEG,2014-09-30,1.51,1.13,23.38,40.96,0.81,0.17,18.05,0.08,1.43,125.09,17.62,122.78,136.36
LLTC,2014-09-30,-4.25,1.23,21.76,56.03,0.68,0.12,14.75,-0.29,1.16,85.83,13.19,118.79,158.72
MYL,2014-09-30,6.02,1.19,26.38,35.79,0.92,0.2,21.29,0.28,1.49,184.13,23.23,132.78,111.6
TIF,2014-09-30,-1.81,1.75,31.86,52.63,0.79,0.14,24.06,-0.08,1.35,173.22,22.27,147.03,178.03
CST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DSW,2014-09-30,17.78,1.14,38.0,15.68,0.93,0.31,34.94,0.51,1.57,304.56,32.25,129.66,80.3
DRTX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
